product_id,category
252,Books
253,Home
254,Electronis
255,Clothing
256,Clothing
257,Electronis
258,Electronis
259,Books
260,Home
261,Clothing
262,Toys
263,Toys
264,Books
265,Home
266,Books
267,Clothing
268,Toys
269,Electronis
270,Toys
271,Toys
272,Toys
273,Home
274,Books
275,Toys
276,Books
277,Home
278,Electronis
279,Clothing
280,Electronis
281,Clothing
282,Electronis
283,Toys
284,Clothing
285,Electronis
286,Toys
287,Electronis
288,Books
289,Electronis
290,Toys
291,Electronis
292,Toys
293,Clothing
294,Home
295,Electronis
296,Toys
297,Electronis
298,Toys
299,Home
300,Books
301,Books
302,Toys
303,Books
304,Clothing
305,Electronis
306,Electronis
307,Toys
308,Home
309,Clothing
310,Home
311,Toys
312,Toys
313,Home
314,Electronis
315,Clothing
316,Electronis
317,Home
318,Toys
319,Electronis
320,Books
321,Home
322,Books
323,Toys
324,Home
325,Electronis
326,Electronis
327,Clothing
328,Electronis
329,Electronis
330,Toys
331,Home
332,Books
333,Electronis
334,Electronis
335,Books
336,Books
337,Toys
338,Home
339,Clothing
340,Books
341,Home
342,Books
343,Books
344,Toys
345,Toys
346,Clothing
347,Toys
348,Books
349,Home
350,Clothing
351,Books
352,Clothing
353,Books
354,Toys
355,Toys
356,Clothing
357,Toys
358,Electronis
359,Books
360,Electronis
361,Home
362,Toys
363,Books
364,Books
365,Electronis
366,Books
367,Toys
368,Clothing
369,Toys
370,Electronis
371,Electronis
372,Clothing
373,Electronis
374,Electronis
375,Toys
376,Clothing
377,Clothing
378,Electronis
379,Clothing
380,Home
381,Clothing
382,Clothing
383,Home
384,Home
385,Home
386,Home
387,Toys
388,Books
389,Electronis
390,Clothing
391,Electronis
392,Clothing
393,Toys
394,Electronis
395,Books
396,Electronis
397,Electronis
398,Books
399,Electronis
400,Books
401,Electronis
402,Electronis
403,Clothing
404,Electronis
405,Toys
406,Electronis
407,Electronis
408,Toys
409,Books
410,Books
411,Books
412,Clothing
413,Clothing
414,Toys
415,Electronis
416,Toys
417,Home
418,Toys
419,Electronis
420,Books
421,Clothing
422,Home
423,Toys
424,Books
425,Electronis
426,Home
427,Electronis
428,Electronis
429,Toys
430,Clothing
431,Books
432,Toys
433,Clothing
434,Toys
435,Electronis
436,Home
437,Books
438,Electronis
439,Books
440,Clothing
441,Books
442,Home
443,Toys
444,Toys
445,Clothing
446,Toys
447,Clothing
448,Clothing
449,Books
450,Home
451,Clothing
452,Toys
453,Clothing
454,Books
455,Toys
456,Electronis
457,Electronis
458,Home
459,Clothing
460,Toys
461,Clothing
462,Electronis
463,Toys
464,Home
465,Clothing
466,Home
467,Electronis
468,Books
469,Electronis
470,Electronis
471,Electronis
472,Books
473,Books
474,Home
475,Clothing
476,Toys
477,Toys
478,Home
479,Electronis
480,Toys
481,Toys
482,Books
483,Electronis
484,Books
485,Electronis
486,Electronis
487,Toys
488,Books
489,Books
490,Books
491,Toys
492,Toys
493,Toys
494,Electronis
495,Home
496,Clothing
497,Toys
498,Toys
499,Toys
500,Electronis
501,Home
502,Toys
503,Home
504,Electronis
505,Books
506,Clothing
507,Clothing
508,Home
509,Toys
510,Clothing
511,Home
512,Books
513,Books
514,Clothing
515,Toys
516,Books
517,Electronis
518,Clothing
519,Toys
520,Home
521,Toys
522,Electronis
523,Clothing
524,Home
525,Toys
526,Books
527,Clothing
528,Clothing
529,Books
530,Clothing
531,Toys
532,Home
533,Books
534,Clothing
535,Toys
536,Books
537,Home
538,Toys
539,Toys
540,Home
541,Electronis
542,Books
543,Electronis
544,Toys
545,Clothing
546,Books
547,Toys
548,Toys
549,Electronis
550,Toys
551,Electronis
552,Books
553,Books
554,Home
555,Clothing
556,Books
557,Clothing
558,Books
559,Clothing
560,Home
561,Toys
562,Electronis
563,Home
564,Electronis
565,Clothing
566,Toys
567,Home
568,Home
569,Books
570,Home
571,Electronis
572,Toys
573,Electronis
574,Electronis
575,Electronis
576,Toys
577,Clothing
578,Toys
579,Books
580,Toys
581,Home
582,Home
583,Electronis
584,Clothing
585,Toys
586,Home
587,Clothing
588,Toys
589,Toys
590,Books
591,Home
592,Toys
593,Home
594,Home
595,Toys
596,Electronis
597,Clothing
598,Toys
599,Books
600,Electronis
601,Clothing
602,Home
603,Toys
604,Electronis
605,Books
606,Electronis
607,Toys
608,Home
609,Books
610,Books
611,Toys
612,Electronis
613,Home
614,Home
615,Clothing
616,Home
617,Books
618,Books
619,Toys
620,Books
621,Clothing
622,Home
623,Home
624,Books
625,Electronis
626,Toys
627,Electronis
628,Electronis
629,Toys
630,Electronis
631,Books
632,Home
633,Electronis
634,Toys
635,Home
636,Toys
637,Toys
638,Clothing
639,Toys
640,Books
641,Books
642,Electronis
643,Clothing
644,Clothing
645,Home
646,Home
647,Home
648,Toys
649,Home
650,Home
651,Clothing
652,Clothing
653,Home
654,Books
655,Home
656,Toys
657,Home
658,Clothing
659,Clothing
660,Home
661,Toys
662,Toys
663,Toys
664,Home
665,Clothing
666,Home
667,Clothing
668,Books
669,Books
670,Home
671,Electronis
672,Toys
673,Books
674,Clothing
675,Home
676,Clothing
677,Books
678,Clothing
679,Electronis
680,Clothing
681,Home
682,Clothing
683,Books
684,Books
685,Toys
686,Electronis
687,Clothing
688,Home
689,Home
690,Electronis
691,Clothing
692,Toys
693,Clothing
694,Clothing
695,Home
696,Clothing
697,Toys
698,Toys
699,Clothing
700,Books
701,Books
702,Books
703,Home
704,Home
705,Home
706,Books
707,Home
708,Books
709,Books
710,Home
711,Books
712,Clothing
713,Clothing
714,Books
715,Clothing
716,Toys
717,Clothing
718,Electronis
719,Books
720,Home
721,Electronis
722,Home
723,Books
724,Clothing
725,Toys
726,Clothing
727,Toys
728,Home
729,Toys
730,Electronis
731,Electronis
732,Electronis
733,Home
734,Electronis
735,Electronis
736,Home
737,Electronis
738,Toys
739,Electronis
740,Home
741,Electronis
742,Electronis
743,Home
744,Home
745,Books
746,Home
747,Toys
748,Home
749,Home
750,Clothing
751,Clothing
752,Clothing
753,Electronis
754,Books
755,Electronis
756,Clothing
757,Home
758,Clothing
759,Electronis
760,Home
761,Home
762,Home
763,Home
764,Toys
765,Books
766,Home
767,Books
768,Toys
769,Electronis
770,Clothing
771,Books
772,Toys
773,Books
774,Clothing
775,Home
776,Home
777,Clothing
778,Clothing
779,Clothing
780,Clothing
781,Toys
782,Clothing
783,Clothing
784,Clothing
785,Home
786,Books
787,Toys
788,Electronis
789,Books
790,Toys
791,Electronis
792,Toys
793,Books
794,Books
795,Toys
796,Toys
797,Home
798,Clothing
799,Clothing
800,Home
801,Books
802,Home
803,Home
804,Books
805,Clothing
806,Toys
807,Clothing
808,Home
809,Home
810,Home
811,Home
812,Electronis
813,Home
814,Electronis
815,Electronis
816,Electronis
817,Books
818,Electronis
819,Toys
820,Home
821,Clothing
822,Toys
823,Home
824,Toys
825,Books
826,Home
827,Home
828,Electronis
829,Books
830,Electronis
831,Clothing
832,Toys
833,Electronis
834,Home
835,Toys
836,Electronis
837,Clothing
838,Books
839,Clothing
840,Toys
841,Home
842,Home
843,Home
844,Books
845,Clothing
846,Electronis
847,Home
848,Home
849,Books
850,Home
851,Books
852,Home
853,Clothing
854,Books
855,Toys
856,Clothing
857,Books
858,Books
859,Electronis
860,Electronis
861,Clothing
862,Books
863,Electronis
864,Books
865,Toys
866,Clothing
867,Books
868,Toys
869,Toys
870,Clothing
871,Books
872,Clothing
873,Home
874,Clothing
875,Toys
876,Books
877,Books
878,Electronis
879,Books
880,Toys
881,Toys
882,Electronis
883,Home
884,Home
885,Toys
886,Clothing
887,Electronis
888,Electronis
889,Books
890,Home
891,Books
892,Toys
893,Home
894,Electronis
895,Books
896,Books
897,Books
898,Books
899,Books
900,Home
901,Electronis
902,Clothing
903,Clothing
904,Books
905,Books
906,Toys
907,Home
908,Home
909,Electronis
910,Books
911,Books
912,Clothing
913,Toys
914,Home
915,Home
916,Electronis
917,Clothing
918,Books
919,Clothing
920,Toys
921,Clothing
922,Toys
923,Toys
924,Clothing
925,Toys
926,Toys
927,Clothing
928,Home
929,Clothing
930,Toys
931,Home
932,Home
933,Electronis
934,Home
935,Clothing
936,Electronis
937,Books
938,Electronis
939,Toys
940,Home
941,Home
942,Electronis
943,Home
944,Clothing
945,Toys
946,Electronis
947,Books
948,Electronis
949,Electronis
950,Home
951,Electronis
952,Clothing
953,Electronis
954,Electronis
955,Toys
956,Books
957,Books
958,Home
959,Toys
960,Toys
961,Toys
962,Electronis
963,Books
964,Clothing
965,Electronis
966,Books
967,Home
968,Home
969,Clothing
970,Clothing
971,Home
972,Clothing
973,Clothing
974,Home
975,Toys
976,Home
977,Books
978,Clothing
979,Electronis
980,Home
981,Books
982,Electronis
983,Toys
984,Books
985,Toys
986,Books
987,Home
988,Electronis
989,Toys
990,Books
991,Electronis
992,Clothing
993,Home
994,Clothing
995,Toys
996,Electronis
997,Toys
998,Toys
999,Clothing
1000,Books
1001,Home
1002,Electronis
1003,Electronis
1004,Toys
1005,Toys
1006,Home
1007,Clothing
1008,Toys
1009,Home
1010,Toys
1011,Home
1012,Books
1013,Home
1014,Books
1015,Clothing
1016,Electronis
1017,Toys
1018,Clothing
1019,Home
1020,Toys
1021,Toys
1022,Clothing
1023,Clothing
1024,Electronis
1025,Home
1026,Clothing
1027,Toys
1028,Electronis
1029,Clothing
1030,Toys
1031,Electronis
1032,Home
1033,Home
1034,Home
1035,Toys
1036,Toys
1037,Books
1038,Home
1039,Toys
1040,Home
1041,Home
1042,Home
1043,Toys
1044,Home
1045,Toys
1046,Books
1047,Electronis
1048,Books
1049,Clothing
1050,Toys
1051,Toys
1052,Clothing
1053,Electronis
1054,Home
1055,Electronis
1056,Toys
1057,Books
1058,Clothing
1059,Books
1060,Toys
1061,Clothing
1062,Books
1063,Clothing
1064,Books
1065,Home
1066,Clothing
1067,Books
1068,Electronis
1069,Home
1070,Clothing
1071,Clothing
1072,Clothing
1073,Books
1074,Books
1075,Toys
1076,Home
1077,Books
1078,Toys
1079,Toys
1080,Electronis
1081,Books
1082,Books
1083,Home
1084,Toys
1085,Books
1086,Books
1087,Home
1088,Electronis
1089,Home
1090,Home
1091,Books
1092,Toys
1093,Books
1094,Toys
1095,Books
1096,Home
1097,Clothing
1098,Electronis
1099,Books
1100,Books
1101,Home
1102,Clothing
1103,Electronis
1104,Toys
1105,Home
1106,Electronis
1107,Home
1108,Toys
1109,Toys
1110,Books
1111,Books
1112,Books
1113,Books
1114,Home
1115,Books
1116,Electronis
1117,Home
1118,Electronis
1119,Toys
1120,Clothing
1121,Books
1122,Electronis
1123,Clothing
1124,Electronis
1125,Home
1126,Electronis
1127,Home
1128,Home
1129,Home
1130,Electronis
1131,Books
1132,Toys
1133,Toys
1134,Books
1135,Electronis
1136,Home
1137,Books
1138,Clothing
1139,Electronis
1140,Electronis
1141,Home
1142,Toys
1143,Electronis
1144,Toys
1145,Toys
1146,Home
1147,Books
1148,Toys
1149,Electronis
1150,Books
1151,Toys
1152,Toys
1153,Electronis
1154,Home
1155,Books
1156,Electronis
1157,Electronis
1158,Clothing
1159,Clothing
1160,Toys
1161,Clothing
1162,Clothing
1163,Books
1164,Electronis
1165,Toys
1166,Clothing
1167,Electronis
1168,Toys
1169,Clothing
1170,Clothing
1171,Toys
1172,Clothing
1173,Toys
1174,Toys
1175,Toys
1176,Books
1177,Electronis
1178,Electronis
1179,Clothing
1180,Electronis
1181,Clothing
1182,Home
1183,Clothing
1184,Clothing
1185,Electronis
1186,Home
1187,Clothing
1188,Books
1189,Electronis
1190,Home
1191,Electronis
1192,Clothing
1193,Home
1194,Books
1195,Home
1196,Clothing
1197,Clothing
1198,Books
1199,Toys
1200,Electronis
1201,Electronis
1202,Home
1203,Toys
1204,Toys
1205,Toys
1206,Clothing
1207,Books
1208,Home
1209,Clothing
1210,Electronis
1211,Books
1212,Clothing
1213,Clothing
1214,Home
1215,Toys
1216,Books
1217,Clothing
1218,Books
1219,Toys
1220,Books
1221,Electronis
1222,Clothing
1223,Home
1224,Electronis
1225,Toys
1226,Toys
1227,Clothing
1228,Toys
1229,Electronis
1230,Clothing
1231,Toys
1232,Electronis
1233,Toys
1234,Toys
1235,Books
1236,Home
1237,Home
1238,Clothing
1239,Home
1240,Clothing
1241,Clothing
1242,Home
1243,Electronis
1244,Clothing
1245,Home
1246,Electronis
1247,Clothing
1248,Books
1249,Books
1250,Electronis
1251,Books
1252,Home
1253,Toys
1254,Toys
1255,Clothing
1256,Clothing
1257,Home
1258,Home
1259,Clothing
1260,Clothing
1261,Books
1262,Toys
1263,Clothing
1264,Toys
1265,Toys
1266,Clothing
1267,Books
1268,Toys
1269,Toys
1270,Clothing
1271,Home
1272,Books
1273,Toys
1274,Clothing
1275,Toys
1276,Books
1277,Toys
1278,Home
1279,Books
1280,Books
1281,Books
1282,Toys
1283,Toys
1284,Toys
1285,Toys
1286,Books
1287,Home
1288,Books
1289,Clothing
1290,Home
1291,Electronis
1292,Home
1293,Clothing
1294,Electronis
1295,Books
1296,Clothing
1297,Home
1298,Home
1299,Home
1300,Books
1301,Toys
1302,Home
1303,Electronis
1304,Books
1305,Toys
1306,Toys
1307,Toys
1308,Home
1309,Home
1310,Books
1311,Electronis
1312,Toys
1313,Toys
1314,Books
1315,Clothing
1316,Home
1317,Toys
1318,Toys
1319,Clothing
1320,Home
1321,Clothing
1322,Books
1323,Electronis
1324,Electronis
1325,Toys
1326,Clothing
1327,Books
1328,Books
1329,Electronis
1330,Books
1331,Home
1332,Books
1333,Electronis
1334,Clothing
1335,Toys
1336,Home
1337,Electronis
1338,Clothing
1339,Toys
1340,Electronis
1341,Electronis
1342,Books
1343,Electronis
1344,Home
1345,Home
1346,Books
1347,Books
1348,Clothing
1349,Home
1350,Clothing
1351,Home
1352,Toys
1353,Home
1354,Electronis
1355,Books
1356,Clothing
1357,Clothing
1358,Electronis
1359,Clothing
1360,Electronis
1361,Electronis
1362,Books
1363,Toys
1364,Books
1365,Books
1366,Home
1367,Clothing
1368,Home
1369,Clothing
1370,Books
1371,Toys
1372,Toys
1373,Books
1374,Clothing
1375,Electronis
1376,Home
1377,Toys
1378,Books
1379,Books
1380,Electronis
1381,Books
1382,Books
1383,Home
1384,Home
1385,Books
1386,Home
1387,Home
1388,Clothing
1389,Home
1390,Books
1391,Toys
1392,Home
1393,Books
1394,Books
1395,Clothing
1396,Home
1397,Clothing
1398,Clothing
1399,Clothing
1400,Toys
1401,Books
1402,Electronis
1403,Home
1404,Toys
1405,Electronis
1406,Toys
1407,Electronis
1408,Clothing
1409,Home
1410,Clothing
1411,Toys
1412,Electronis
1413,Toys
1414,Home
1415,Toys
1416,Books
1417,Home
1418,Clothing
1419,Electronis
1420,Clothing
1421,Clothing
1422,Books
1423,Home
1424,Home
1425,Clothing
1426,Books
1427,Clothing
1428,Books
1429,Home
1430,Clothing
1431,Home
1432,Electronis
1433,Books
1434,Electronis
1435,Electronis
1436,Toys
1437,Electronis
1438,Toys
1439,Toys
1440,Home
1441,Toys
1442,Books
1443,Clothing
1444,Home
1445,Electronis
1446,Books
1447,Home
1448,Home
1449,Books
1450,Toys
1451,Home
1452,Clothing
1453,Toys
1454,Clothing
1455,Electronis
1456,Toys
1457,Home
1458,Books
1459,Clothing
1460,Home
1461,Electronis
1462,Toys
1463,Toys
1464,Books
1465,Home
1466,Toys
1467,Toys
1468,Books
1469,Toys
1470,Toys
1471,Clothing
1472,Home
1473,Books
1474,Books
1475,Books
1476,Toys
1477,Books
1478,Books
1479,Books
1480,Books
1481,Clothing
1482,Electronis
1483,Electronis
1484,Electronis
1485,Clothing
1486,Clothing
1487,Home
1488,Toys
1489,Toys
1490,Clothing
1491,Home
1492,Home
1493,Toys
1494,Electronis
1495,Books
1496,Clothing
1497,Home
1498,Toys
1499,Electronis
1500,Books
1501,Home
1502,Home
1503,Home
1504,Electronis
1505,Home
1506,Books
1507,Books
1508,Books
1509,Electronis
1510,Toys
1511,Clothing
1512,Electronis
1513,Books
1514,Home
1515,Books
1516,Home
1517,Books
1518,Books
1519,Toys
1520,Electronis
1521,Clothing
1522,Books
1523,Toys
1524,Toys
1525,Home
1526,Toys
1527,Electronis
1528,Toys
1529,Books
1530,Clothing
1531,Toys
1532,Toys
1533,Toys
1534,Toys
1535,Toys
1536,Home
1537,Electronis
1538,Books
1539,Home
1540,Home
1541,Home
1542,Books
1543,Electronis
1544,Home
1545,Books
1546,Home
1547,Clothing
1548,Books
1549,Toys
1550,Clothing
1551,Electronis
1552,Clothing
1553,Clothing
1554,Clothing
1555,Home
1556,Clothing
1557,Toys
1558,Toys
1559,Toys
1560,Books
1561,Clothing
1562,Toys
1563,Toys
1564,Clothing
1565,Toys
1566,Toys
1567,Books
1568,Books
1569,Home
1570,Toys
1571,Toys
1572,Clothing
1573,Books
1574,Books
1575,Clothing
1576,Toys
1577,Books
1578,Home
1579,Clothing
1580,Clothing
1581,Toys
1582,Electronis
1583,Toys
1584,Books
1585,Home
1586,Electronis
1587,Electronis
1588,Toys
1589,Home
1590,Books
1591,Clothing
1592,Toys
1593,Home
1594,Home
1595,Clothing
1596,Toys
1597,Toys
1598,Books
1599,Toys
1600,Toys
1601,Toys
1602,Toys
1603,Books
1604,Books
1605,Electronis
1606,Toys
1607,Clothing
1608,Books
1609,Books
1610,Clothing
1611,Books
1612,Toys
1613,Home
1614,Books
1615,Toys
1616,Books
1617,Books
1618,Home
1619,Home
1620,Books
1621,Electronis
1622,Home
1623,Clothing
1624,Home
1625,Electronis
1626,Home
1627,Home
1628,Electronis
1629,Electronis
1630,Clothing
1631,Electronis
1632,Clothing
1633,Clothing
1634,Toys
1635,Books
1636,Home
1637,Books
1638,Books
1639,Clothing
1640,Home
1641,Toys
1642,Electronis
1643,Electronis
1644,Books
1645,Toys
1646,Books
1647,Toys
1648,Electronis
1649,Clothing
1650,Books
1651,Books
1652,Books
1653,Toys
1654,Books
1655,Books
1656,Toys
1657,Books
1658,Books
1659,Toys
1660,Clothing
1661,Books
1662,Home
1663,Clothing
1664,Clothing
1665,Home
1666,Toys
1667,Home
1668,Clothing
1669,Toys
1670,Clothing
1671,Clothing
1672,Books
1673,Toys
1674,Electronis
1675,Toys
1676,Home
1677,Electronis
1678,Electronis
1679,Clothing
1680,Home
1681,Clothing
1682,Home
1683,Books
1684,Electronis
1685,Electronis
1686,Home
1687,Books
1688,Books
1689,Toys
1690,Books
1691,Clothing
1692,Books
1693,Clothing
1694,Toys
1695,Toys
1696,Books
1697,Books
1698,Electronis
1699,Clothing
1700,Toys
1701,Clothing
1702,Clothing
1703,Toys
1704,Home
1705,Home
1706,Home
1707,Books
1708,Toys
1709,Toys
1710,Books
1711,Home
1712,Toys
1713,Toys
1714,Electronis
1715,Electronis
1716,Electronis
1717,Books
1718,Home
1719,Electronis
1720,Books
1721,Electronis
1722,Toys
1723,Electronis
1724,Clothing
1725,Toys
1726,Home
1727,Clothing
1728,Home
1729,Clothing
1730,Home
1731,Electronis
1732,Books
1733,Toys
1734,Toys
1735,Electronis
1736,Electronis
1737,Clothing
1738,Books
1739,Home
1740,Clothing
1741,Electronis
1742,Books
1743,Toys
1744,Books
1745,Electronis
1746,Electronis
1747,Toys
1748,Toys
1749,Electronis
1750,Home
1751,Home
1752,Books
1753,Books
1754,Books
1755,Clothing
1756,Electronis
1757,Electronis
1758,Home
1759,Electronis
1760,Home
1761,Books
1762,Toys
1763,Toys
1764,Toys
1765,Clothing
1766,Electronis
1767,Toys
1768,Electronis
1769,Home
1770,Toys
1771,Toys
1772,Electronis
1773,Home
1774,Toys
1775,Electronis
1776,Books
1777,Books
1778,Toys
1779,Toys
1780,Home
1781,Home
1782,Clothing
1783,Books
1784,Clothing
1785,Clothing
1786,Toys
1787,Toys
1788,Electronis
1789,Books
1790,Electronis
1791,Books
1792,Toys
1793,Toys
1794,Books
1795,Clothing
1796,Books
1797,Clothing
1798,Books
1799,Home
1800,Toys
1801,Home
1802,Books
1803,Toys
1804,Electronis
1805,Electronis
1806,Clothing
1807,Books
1808,Toys
1809,Books
1810,Clothing
1811,Toys
1812,Home
1813,Home
1814,Books
1815,Clothing
1816,Electronis
1817,Home
1818,Home
1819,Toys
1820,Home
1821,Toys
1822,Clothing
1823,Clothing
1824,Books
1825,Books
1826,Home
1827,Toys
1828,Toys
1829,Toys
1830,Clothing
1831,Home
1832,Books
1833,Toys
1834,Electronis
1835,Electronis
1836,Electronis
1837,Electronis
1838,Toys
1839,Electronis
1840,Clothing
1841,Toys
1842,Books
1843,Toys
1844,Toys
1845,Home
1846,Clothing
1847,Books
1848,Electronis
1849,Electronis
1850,Toys
1851,Clothing
1852,Clothing
1853,Electronis
1854,Electronis
1855,Books
1856,Toys
1857,Electronis
1858,Home
1859,Books
1860,Books
1861,Books
1862,Home
1863,Electronis
1864,Books
1865,Books
1866,Books
1867,Clothing
1868,Home
1869,Clothing
1870,Clothing
1871,Toys
1872,Home
1873,Home
1874,Toys
1875,Toys
1876,Clothing
1877,Electronis
1878,Electronis
1879,Clothing
1880,Clothing
1881,Toys
1882,Home
1883,Clothing
1884,Clothing
1885,Home
1886,Electronis
1887,Clothing
1888,Electronis
1889,Toys
1890,Home
1891,Toys
1892,Books
1893,Books
1894,Home
1895,Electronis
1896,Toys
1897,Home
1898,Home
1899,Home
1900,Home
1901,Home
1902,Home
1903,Electronis
1904,Clothing
1905,Clothing
1906,Electronis
1907,Electronis
1908,Home
1909,Toys
1910,Books
1911,Books
1912,Home
1913,Toys
1914,Electronis
1915,Home
1916,Home
1917,Home
1918,Books
1919,Electronis
1920,Books
1921,Books
1922,Books
1923,Electronis
1924,Toys
1925,Books
1926,Toys
1927,Toys
1928,Electronis
1929,Toys
1930,Home
1931,Clothing
1932,Toys
1933,Books
1934,Toys
1935,Toys
1936,Books
1937,Electronis
1938,Books
1939,Electronis
1940,Toys
1941,Electronis
1942,Electronis
1943,Books
1944,Clothing
1945,Books
1946,Toys
1947,Home
1948,Electronis
1949,Books
1950,Home
1951,Electronis
1952,Clothing
1953,Clothing
1954,Home
1955,Home
1956,Clothing
1957,Toys
1958,Home
1959,Electronis
1960,Home
1961,Books
1962,Home
1963,Books
1964,Electronis
1965,Home
1966,Books
1967,Home
1968,Electronis
1969,Books
1970,Clothing
1971,Home
1972,Toys
1973,Electronis
1974,Toys
1975,Books
1976,Home
1977,Toys
1978,Books
1979,Toys
1980,Electronis
1981,Clothing
1982,Home
1983,Electronis
1984,Clothing
1985,Home
1986,Home
1987,Clothing
1988,Toys
1989,Books
1990,Electronis
1991,Home
1992,Clothing
1993,Home
1994,Toys
1995,Clothing
1996,Toys
1997,Toys
1998,Clothing
1999,Clothing
2000,Clothing
2001,Electronis
2002,Books
2003,Books
2004,Toys
2005,Clothing
2006,Clothing
2007,Books
2008,Electronis
2009,Electronis
2010,Books
2011,Books
2012,Home
2013,Clothing
2014,Home
2015,Toys
2016,Toys
2017,Electronis
2018,Electronis
2019,Electronis
2020,Books
2021,Clothing
2022,Electronis
2023,Toys
2024,Home
2025,Home
2026,Electronis
2027,Books
2028,Home
2029,Clothing
2030,Books
2031,Books
2032,Electronis
2033,Home
2034,Home
2035,Electronis
2036,Home
2037,Clothing
2038,Books
2039,Home
2040,Electronis
2041,Home
2042,Electronis
2043,Home
2044,Electronis
2045,Electronis
2046,Clothing
2047,Books
2048,Toys
2049,Electronis
2050,Toys
2051,Clothing
2052,Electronis
2053,Clothing
2054,Clothing
2055,Electronis
2056,Toys
2057,Home
2058,Books
2059,Books
2060,Electronis
2061,Toys
2062,Books
2063,Home
2064,Clothing
2065,Books
2066,Home
2067,Clothing
2068,Electronis
2069,Toys
2070,Books
2071,Books
2072,Home
2073,Books
2074,Books
2075,Home
2076,Books
2077,Electronis
2078,Clothing
2079,Home
2080,Toys
2081,Home
2082,Home
2083,Electronis
2084,Clothing
2085,Electronis
2086,Home
2087,Books
2088,Home
2089,Electronis
2090,Books
2091,Clothing
2092,Clothing
2093,Toys
2094,Toys
2095,Books
2096,Electronis
2097,Home
2098,Toys
2099,Toys
2100,Toys
2101,Toys
2102,Clothing
2103,Toys
2104,Toys
2105,Books
2106,Electronis
2107,Home
2108,Toys
2109,Clothing
2110,Electronis
2111,Books
2112,Books
2113,Toys
2114,Books
2115,Electronis
2116,Electronis
2117,Toys
2118,Books
2119,Electronis
2120,Books
2121,Clothing
2122,Clothing
2123,Clothing
2124,Toys
2125,Books
2126,Electronis
2127,Toys
2128,Electronis
2129,Toys
2130,Books
2131,Books
2132,Home
2133,Books
2134,Books
2135,Books
2136,Clothing
2137,Toys
2138,Clothing
2139,Home
2140,Electronis
2141,Electronis
2142,Clothing
2143,Books
2144,Books
2145,Clothing
2146,Clothing
2147,Books
2148,Home
2149,Home
2150,Electronis
2151,Home
2152,Electronis
2153,Books
